Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance Index Faixa,Sample Question Papers Practiced Faixa,Hours Studied Faixa,Extracurricular Activities Faixa,Sleep Hours Faixa
8,87,1,8,2,87,3,1,1,1,1
7,97,1,7,9,91,3,1,1,1,1
1,97,1,4,5,73,2,1,1,1,1
3,54,0,4,6,34,1,1,1,1,1
2,94,0,8,0,70,2,1,1,1,1
5,56,0,9,5,42,1,1,1,1,1
5,65,1,9,9,55,2,1,1,1,1
5,59,1,9,0,45,1,1,1,1,1
4,64,0,9,6,49,1,1,1,1,1
5,52,0,7,9,37,1,1,1,1,1
3,72,1,9,4,55,2,1,1,1,1
1,64,0,5,9,38,1,1,1,1,1
5,47,1,8,3,35,1,1,1,1,1
9,44,1,4,0,41,1,1,1,1,1
9,45,0,5,8,43,1,1,1,1,1
4,62,0,9,6,46,1,1,1,1,1
3,91,0,5,1,69,2,1,1,1,1
1,69,0,4,3,37,1,1,1,1,1
2,53,0,9,3,31,1,1,1,1,1
8,93,1,5,7,90,3,1,1,1,1
1,62,0,7,1,33,1,1,1,1,1
8,50,1,7,4,44,1,1,1,1,1
7,70,0,8,9,62,2,1,1,1,1
8,45,0,8,7,41,1,1,1,1,1
6,50,0,5,5,38,1,1,1,1,1
9,52,0,4,3,45,1,1,1,1,1
3,51,0,7,4,34,1,1,1,1,1
4,93,0,6,1,72,2,1,1,1,1
6,41,1,8,4,29,1,1,1,1,1
8,92,0,7,2,83,3,1,1,1,1
5,74,0,9,2,61,2,1,1,1,1
3,94,0,5,6,75,2,1,1,1,1
6,75,0,7,2,63,2,1,1,1,1
4,56,1,7,3,36,1,1,1,1,1
9,67,1,5,6,62,2,1,1,1,1
3,67,1,8,2,49,1,1,1,1,1
4,61,1,8,9,46,1,1,1,1,1
7,77,1,6,9,69,2,1,1,1,1
7,46,1,6,1,35,1,1,1,1,1
4,54,0,8,9,38,1,1,1,1,1
6,71,0,8,6,62,2,1,1,1,1
3,50,1,8,4,30,1,1,1,1,1
6,63,0,8,0,52,2,1,1,1,1
2,42,0,7,9,16,1,1,1,1,1
8,69,0,6,7,66,2,1,1,1,1
2,45,0,5,2,20,1,1,1,1,1
7,97,0,4,6,86,3,1,1,1,1
9,41,1,5,5,38,1,1,1,1,1
1,53,1,9,9,30,1,1,1,1,1
8,80,1,4,5,71,2,1,1,1,1
7,57,1,7,7,49,1,1,1,1,1
6,90,1,9,3,79,2,1,1,1,1
6,83,1,6,3,69,2,1,1,1,1
6,70,0,4,2,56,2,1,1,1,1
9,52,1,8,0,47,1,1,1,1,1
2,65,0,9,9,41,1,1,1,1,1
1,83,0,7,2,58,2,1,1,1,1
6,51,1,4,0,38,1,1,1,1,1
8,57,1,8,5,52,2,1,1,1,1
3,48,1,9,7,25,1,1,1,1,1
1,88,0,7,2,62,2,1,1,1,1
9,60,1,9,3,60,2,1,1,1,1
1,87,1,4,4,63,2,1,1,1,1
3,88,1,8,6,72,2,1,1,1,1
8,92,0,6,5,84,3,1,1,1,1
3,95,1,7,1,74,2,1,1,1,1
4,79,1,4,6,61,2,1,1,1,1
8,82,0,8,7,77,2,1,1,1,1
1,63,0,6,0,36,1,1,1,1,1
6,73,0,9,5,65,2,1,1,1,1
1,47,1,8,8,23,1,1,1,1,1
1,83,1,6,6,60,2,1,1,1,1
8,92,0,4,4,83,3,1,1,1,1
4,72,1,8,9,56,2,1,1,1,1
1,62,0,8,9,37,1,1,1,1,1
7,52,0,5,8,43,1,1,1,1,1
5,93,0,7,1,76,2,1,1,1,1
5,92,0,8,6,83,3,1,1,1,1
1,88,0,6,8,63,2,1,1,1,1
6,53,1,7,1,39,1,1,1,1,1
9,53,1,4,9,48,1,1,1,1,1
9,55,1,7,5,53,2,1,1,1,1
8,88,1,5,8,84,3,1,1,1,1
5,77,0,4,2,63,2,1,1,1,1
1,97,1,8,7,73,2,1,1,1,1
9,99,0,9,4,99,3,1,1,1,1
1,78,0,4,6,52,2,1,1,1,1
8,65,1,4,2,58,2,1,1,1,1
5,65,1,5,7,50,2,1,1,1,1
3,40,0,6,1,18,1,1,1,1,1
7,71,1,4,7,62,2,1,1,1,1
7,96,1,6,1,87,3,1,1,1,1
9,54,1,7,6,53,2,1,1,1,1
7,91,1,9,1,87,3,1,1,1,1
3,60,0,5,6,37,1,1,1,1,1
1,57,0,8,0,31,1,1,1,1,1
8,69,1,4,5,63,2,1,1,1,1
3,99,0,9,9,81,3,1,1,1,1
8,97,0,9,6,95,3,1,1,1,1
8,52,1,6,3,45,1,1,1,1,1
5,63,1,4,0,48,1,1,1,1,1
1,69,0,9,5,47,1,1,1,1,1
7,41,0,5,3,31,1,1,1,1,1
5,58,0,8,2,43,1,1,1,1,1
8,86,1,7,3,82,3,1,1,1,1
9,83,0,7,5,80,3,1,1,1,1
7,86,0,6,4,76,2,1,1,1,1
7,64,1,9,1,57,2,1,1,1,1
1,89,0,7,1,64,2,1,1,1,1
4,53,1,6,2,35,1,1,1,1,1
2,45,1,8,5,24,1,1,1,1,1
2,51,0,4,0,30,1,1,1,1,1
2,59,1,5,6,38,1,1,1,1,1
4,62,1,8,7,45,1,1,1,1,1
1,69,0,8,6,44,1,1,1,1,1
4,69,1,7,2,53,2,1,1,1,1
2,77,0,7,5,53,2,1,1,1,1
5,97,1,5,3,84,3,1,1,1,1
3,69,1,4,4,47,1,1,1,1,1
8,80,0,8,2,76,2,1,1,1,1
4,69,0,9,4,57,2,1,1,1,1
1,96,0,7,5,71,2,1,1,1,1
1,97,1,8,7,74,2,1,1,1,1
3,75,0,4,5,54,2,1,1,1,1
9,88,1,6,8,84,3,1,1,1,1
7,73,0,4,9,62,2,1,1,1,1
2,55,1,8,9,35,1,1,1,1,1
9,63,0,8,9,62,2,1,1,1,1
2,53,1,5,9,30,1,1,1,1,1
3,65,0,8,3,47,1,1,1,1,1
2,47,1,7,1,25,1,1,1,1,1
3,53,1,9,8,40,1,1,1,1,1
6,70,1,5,2,56,2,1,1,1,1
9,41,1,8,6,38,1,1,1,1,1
9,87,0,4,3,86,3,1,1,1,1
7,43,1,8,0,38,1,1,1,1,1
3,40,0,4,7,17,1,1,1,1,1
4,94,1,4,3,75,2,1,1,1,1
6,59,0,8,5,48,1,1,1,1,1
5,98,1,4,6,87,3,1,1,1,1
2,53,1,9,7,32,1,1,1,1,1
6,79,0,6,9,68,2,1,1,1,1
3,64,0,5,1,42,1,1,1,1,1
8,99,1,8,8,96,3,1,1,1,1
2,64,0,6,9,42,1,1,1,1,1
1,42,0,4,2,18,1,1,1,1,1
9,44,0,4,0,41,1,1,1,1,1
3,77,1,5,1,54,2,1,1,1,1
1,93,0,6,7,67,2,1,1,1,1
7,65,1,6,9,57,2,1,1,1,1
5,79,0,8,5,65,2,1,1,1,1
5,77,0,4,0,62,2,1,1,1,1
1,77,1,7,8,56,2,1,1,1,1
9,43,0,8,6,39,1,1,1,1,1
7,46,0,8,9,38,1,1,1,1,1
8,69,0,8,2,65,2,1,1,1,1
9,69,0,5,6,68,2,1,1,1,1
6,95,0,5,5,82,3,1,1,1,1
5,58,0,8,2,44,1,1,1,1,1
6,78,0,9,7,67,2,1,1,1,1
2,74,1,7,0,53,2,1,1,1,1
4,79,1,6,4,61,2,1,1,1,1
3,72,1,6,7,53,2,1,1,1,1
7,72,1,4,2,61,2,1,1,1,1
9,53,1,6,9,49,1,1,1,1,1
5,77,0,6,5,61,2,1,1,1,1
6,49,1,7,9,38,1,1,1,1,1
2,96,1,6,1,76,2,1,1,1,1
3,67,0,7,8,47,1,1,1,1,1
3,53,1,5,1,32,1,1,1,1,1
9,75,0,7,4,71,2,1,1,1,1
7,77,0,5,2,69,2,1,1,1,1
8,55,1,7,9,53,2,1,1,1,1
9,99,1,8,8,100,,1,1,1,1
6,60,0,9,8,49,1,1,1,1,1
4,67,0,5,6,48,1,1,1,1,1
1,72,1,5,9,45,1,1,1,1,1
8,45,0,6,4,40,1,1,1,1,1
7,80,1,5,8,71,2,1,1,1,1
2,54,1,7,6,34,1,1,1,1,1
8,83,1,8,1,76,2,1,1,1,1
5,42,1,8,9,29,1,1,1,1,1
7,82,0,6,0,71,2,1,1,1,1
4,86,0,7,9,69,2,1,1,1,1
5,74,1,7,9,58,2,1,1,1,1
8,53,1,4,3,43,1,1,1,1,1
1,41,0,5,9,17,1,1,1,1,1
1,68,0,6,7,41,1,1,1,1,1
4,43,0,8,5,27,1,1,1,1,1
3,65,0,9,1,45,1,1,1,1,1
2,90,0,4,4,65,2,1,1,1,1
3,51,1,7,8,31,1,1,1,1,1
1,41,1,5,5,14,1,1,1,1,1
1,56,1,8,5,33,1,1,1,1,1
6,74,1,4,6,60,2,1,1,1,1
5,49,0,7,4,34,1,1,1,1,1
8,87,0,8,2,82,3,1,1,1,1
2,61,1,8,2,40,1,1,1,1,1
4,80,1,7,4,66,2,1,1,1,1
8,82,0,7,3,76,2,1,1,1,1
6,60,1,6,4,46,1,1,1,1,1
1,54,1,8,8,31,1,1,1,1,1
4,74,0,7,4,57,2,1,1,1,1
1,87,0,9,3,65,2,1,1,1,1
2,60,0,9,3,38,1,1,1,1,1
5,60,1,4,0,46,1,1,1,1,1
8,60,0,5,9,53,2,1,1,1,1
8,99,0,9,3,97,3,1,1,1,1
3,83,1,6,3,63,2,1,1,1,1
4,71,0,7,8,55,2,1,1,1,1
6,94,1,5,3,79,2,1,1,1,1
3,44,1,6,6,26,1,1,1,1,1
2,78,1,8,0,55,2,1,1,1,1
6,48,1,5,6,37,1,1,1,1,1
5,92,0,9,1,78,2,1,1,1,1
5,57,1,6,7,45,1,1,1,1,1
5,60,0,7,0,45,1,1,1,1,1
5,47,0,7,9,34,1,1,1,1,1
3,83,0,6,2,66,2,1,1,1,1
7,91,0,8,7,79,2,1,1,1,1
6,73,0,9,9,63,2,1,1,1,1
4,49,1,6,7,32,1,1,1,1,1
2,90,0,4,4,64,2,1,1,1,1
9,80,1,6,4,78,2,1,1,1,1
1,96,1,6,7,69,2,1,1,1,1
4,63,1,9,9,46,1,1,1,1,1
1,79,0,7,4,54,2,1,1,1,1
6,63,0,8,8,51,2,1,1,1,1
4,95,0,6,0,78,2,1,1,1,1
5,71,0,5,4,54,2,1,1,1,1
5,95,1,7,2,80,3,1,1,1,1
9,72,0,7,2,67,2,1,1,1,1
1,77,0,6,1,48,1,1,1,1,1
2,83,1,9,2,61,2,1,1,1,1
6,96,1,5,6,83,3,1,1,1,1
5,95,1,6,7,82,3,1,1,1,1
7,90,1,5,7,78,2,1,1,1,1
3,98,1,7,7,78,2,1,1,1,1
3,88,1,5,0,70,2,1,1,1,1
2,73,1,6,6,48,1,1,1,1,1
3,50,0,4,1,26,1,1,1,1,1
1,70,0,4,9,46,1,1,1,1,1
5,57,1,5,3,42,1,1,1,1,1
5,62,1,9,4,46,1,1,1,1,1
7,99,0,6,0,91,3,1,1,1,1
4,61,1,8,3,47,1,1,1,1,1
3,82,1,4,3,61,2,1,1,1,1
1,57,1,7,8,31,1,1,1,1,1
8,79,1,6,8,71,2,1,1,1,1
3,86,1,6,9,66,2,1,1,1,1
2,80,0,4,0,52,2,1,1,1,1
4,86,1,8,7,71,2,1,1,1,1
3,78,1,7,3,60,2,1,1,1,1
1,59,1,8,3,32,1,1,1,1,1
3,52,0,7,4,33,1,1,1,1,1
2,84,0,4,1,56,2,1,1,1,1
8,40,1,6,0,32,1,1,1,1,1
6,91,1,7,4,76,2,1,1,1,1
9,43,1,6,6,40,1,1,1,1,1
8,63,1,5,9,60,2,1,1,1,1
3,75,0,5,8,54,2,1,1,1,1
5,75,0,4,1,59,2,1,1,1,1
7,84,1,4,7,74,2,1,1,1,1
5,41,1,9,6,29,1,1,1,1,1
8,67,0,4,1,61,2,1,1,1,1
5,65,0,5,4,50,2,1,1,1,1
1,62,1,7,6,36,1,1,1,1,1
5,54,1,8,2,41,1,1,1,1,1
4,75,1,4,1,60,2,1,1,1,1
6,66,0,8,5,56,2,1,1,1,1
3,45,0,8,9,23,1,1,1,1,1
5,74,0,5,5,63,2,1,1,1,1
2,78,0,9,3,54,2,1,1,1,1
6,77,1,7,0,64,2,1,1,1,1
6,74,0,5,4,64,2,1,1,1,1
5,75,0,4,0,58,2,1,1,1,1
6,49,0,5,7,38,1,1,1,1,1
7,69,1,5,1,60,2,1,1,1,1
5,92,0,5,8,79,2,1,1,1,1
1,80,0,4,8,57,2,1,1,1,1
8,77,0,4,2,69,2,1,1,1,1
4,68,1,5,5,51,2,1,1,1,1
9,91,0,5,8,86,3,1,1,1,1
6,98,1,8,6,90,3,1,1,1,1
1,82,1,7,3,57,2,1,1,1,1
3,78,0,8,2,61,2,1,1,1,1
3,89,1,9,1,71,2,1,1,1,1
4,43,0,7,9,30,1,1,1,1,1
6,44,1,9,9,34,1,1,1,1,1
7,43,1,7,0,34,1,1,1,1,1
4,75,0,5,9,58,2,1,1,1,1
6,98,0,8,0,85,3,1,1,1,1
1,84,1,7,3,55,2,1,1,1,1
8,55,1,9,3,51,2,1,1,1,1
7,64,1,7,8,53,2,1,1,1,1
9,53,1,4,9,51,2,1,1,1,1
3,50,0,7,0,31,1,1,1,1,1
2,68,1,5,3,44,1,1,1,1,1
1,73,1,6,2,48,1,1,1,1,1
3,61,0,4,8,41,1,1,1,1,1
5,53,1,6,4,40,1,1,1,1,1
2,95,0,5,8,72,2,1,1,1,1
3,63,0,6,9,41,1,1,1,1,1
4,98,0,7,5,78,2,1,1,1,1
7,78,1,6,8,70,2,1,1,1,1
3,65,0,8,0,41,1,1,1,1,1
9,82,0,5,3,78,2,1,1,1,1
8,75,0,8,3,70,2,1,1,1,1
4,78,1,6,9,61,2,1,1,1,1
1,55,1,8,9,33,1,1,1,1,1
1,97,1,4,5,71,2,1,1,1,1
1,77,1,6,9,51,2,1,1,1,1
1,98,0,9,0,72,2,1,1,1,1
8,71,0,8,9,69,2,1,1,1,1
3,45,0,7,4,21,1,1,1,1,1
6,73,1,6,2,61,2,1,1,1,1
3,95,0,9,0,76,2,1,1,1,1
5,47,1,4,5,30,1,1,1,1,1
7,69,1,7,2,59,2,1,1,1,1
2,66,1,6,3,45,1,1,1,1,1
6,46,0,7,8,39,1,1,1,1,1
6,66,0,6,1,53,2,1,1,1,1
3,64,1,6,0,43,1,1,1,1,1
6,95,0,5,9,85,3,1,1,1,1
5,85,1,8,5,70,2,1,1,1,1
2,80,0,6,0,56,2,1,1,1,1
9,54,1,4,0,52,2,1,1,1,1
8,64,1,9,6,65,2,1,1,1,1
3,61,1,8,1,39,1,1,1,1,1
8,57,0,5,3,48,1,1,1,1,1
9,51,0,8,3,47,1,1,1,1,1
3,62,0,8,1,41,1,1,1,1,1
3,90,0,6,5,72,2,1,1,1,1
2,84,0,4,9,61,2,1,1,1,1
8,78,1,6,1,74,2,1,1,1,1
1,64,0,4,7,38,1,1,1,1,1
8,49,1,4,3,42,1,1,1,1,1
7,69,0,7,0,60,2,1,1,1,1
7,49,0,6,6,35,1,1,1,1,1
3,73,0,5,5,52,2,1,1,1,1
1,85,1,9,5,61,2,1,1,1,1
4,52,0,8,2,32,1,1,1,1,1
9,93,1,7,9,95,3,1,1,1,1
5,68,0,5,6,53,2,1,1,1,1
1,77,1,9,5,54,2,1,1,1,1
5,80,1,9,9,70,2,1,1,1,1
8,84,1,6,9,78,2,1,1,1,1
8,48,1,4,8,42,1,1,1,1,1
5,52,0,6,2,33,1,1,1,1,1
9,76,0,9,2,75,2,1,1,1,1
1,53,1,6,3,26,1,1,1,1,1
4,76,0,7,2,58,2,1,1,1,1
3,48,1,5,3,29,1,1,1,1,1
2,47,0,9,5,29,1,1,1,1,1
8,78,0,7,0,70,2,1,1,1,1
7,79,0,5,1,67,2,1,1,1,1
9,93,1,7,9,93,3,1,1,1,1
2,42,0,8,5,21,1,1,1,1,1
4,94,1,4,5,74,2,1,1,1,1
6,95,0,4,0,82,3,1,1,1,1
3,86,1,4,5,65,2,1,1,1,1
8,79,0,8,8,75,2,1,1,1,1
3,72,1,9,7,55,2,1,1,1,1
2,71,1,9,9,54,2,1,1,1,1
3,46,1,8,4,26,1,1,1,1,1
6,58,0,4,3,48,1,1,1,1,1
2,73,1,4,5,49,1,1,1,1,1
8,53,0,5,4,49,1,1,1,1,1
1,89,1,5,5,64,2,1,1,1,1
7,86,1,6,9,81,3,1,1,1,1
2,85,1,7,2,64,2,1,1,1,1
6,95,0,5,6,82,3,1,1,1,1
2,96,0,5,7,74,2,1,1,1,1
2,58,0,5,4,32,1,1,1,1,1
8,90,0,5,4,83,3,1,1,1,1
2,93,0,8,3,68,2,1,1,1,1
7,98,0,6,9,90,3,1,1,1,1
3,65,0,5,4,44,1,1,1,1,1
8,56,1,9,9,51,2,1,1,1,1
7,93,1,7,7,86,3,1,1,1,1
8,67,0,5,4,62,2,1,1,1,1
7,58,0,8,8,48,1,1,1,1,1
6,66,0,9,0,56,2,1,1,1,1
7,87,0,4,6,79,2,1,1,1,1
5,91,0,4,4,74,2,1,1,1,1
7,96,1,6,3,82,3,1,1,1,1
1,58,0,4,2,32,1,1,1,1,1
1,72,0,5,9,46,1,1,1,1,1
9,90,0,8,6,88,3,1,1,1,1
5,46,1,6,1,35,1,1,1,1,1
5,68,1,9,4,56,2,1,1,1,1
3,94,1,5,1,74,2,1,1,1,1
5,82,1,4,6,67,2,1,1,1,1
3,44,0,7,5,23,1,1,1,1,1
9,69,1,5,9,67,2,1,1,1,1
9,88,1,7,6,86,3,1,1,1,1
6,82,1,9,8,70,2,1,1,1,1
1,95,1,7,1,68,2,1,1,1,1
7,97,1,9,8,91,3,1,1,1,1
7,47,0,6,6,42,1,1,1,1,1
4,81,1,8,1,62,2,1,1,1,1
8,51,1,4,9,44,1,1,1,1,1
6,81,1,4,1,67,2,1,1,1,1
4,52,0,5,3,35,1,1,1,1,1
4,65,0,4,1,46,1,1,1,1,1
2,57,0,6,0,31,1,1,1,1,1
2,81,0,4,5,59,2,1,1,1,1
4,90,0,5,9,71,2,1,1,1,1
5,91,0,4,4,74,2,1,1,1,1
8,88,0,8,2,80,3,1,1,1,1
6,59,0,9,0,49,1,1,1,1,1
4,55,1,7,8,39,1,1,1,1,1
7,76,1,7,7,67,2,1,1,1,1
8,42,0,9,5,38,1,1,1,1,1
2,66,1,7,5,47,1,1,1,1,1
7,54,0,8,3,41,1,1,1,1,1
2,97,1,6,1,75,2,1,1,1,1
2,73,1,5,3,53,2,1,1,1,1
8,84,0,8,1,81,3,1,1,1,1
2,61,1,5,6,37,1,1,1,1,1
9,79,0,6,8,77,2,1,1,1,1
1,62,0,8,1,36,1,1,1,1,1
9,98,1,4,8,95,3,1,1,1,1
1,88,0,6,8,65,2,1,1,1,1
2,43,1,7,7,18,1,1,1,1,1
6,90,1,8,0,80,3,1,1,1,1
6,93,0,6,4,81,3,1,1,1,1
1,96,0,6,9,73,2,1,1,1,1
7,80,0,8,3,74,2,1,1,1,1
8,62,0,7,6,57,2,1,1,1,1
2,86,0,9,7,64,2,1,1,1,1
8,99,1,7,9,97,3,1,1,1,1
9,48,0,6,7,42,1,1,1,1,1
6,63,1,5,1,48,1,1,1,1,1
5,60,0,9,2,46,1,1,1,1,1
9,80,1,9,9,79,2,1,1,1,1
9,85,1,6,9,83,3,1,1,1,1
1,94,1,8,6,70,2,1,1,1,1
3,92,1,8,3,73,2,1,1,1,1
9,55,1,8,5,56,2,1,1,1,1
2,95,0,7,7,71,2,1,1,1,1
4,94,1,4,7,76,2,1,1,1,1
4,64,0,8,6,49,1,1,1,1,1
2,65,1,8,1,43,1,1,1,1,1
3,88,0,9,1,67,2,1,1,1,1
3,84,1,5,2,63,2,1,1,1,1
1,48,1,5,3,18,1,1,1,1,1
6,54,0,6,0,43,1,1,1,1,1
8,78,0,6,4,72,2,1,1,1,1
3,72,1,6,6,57,2,1,1,1,1
5,40,1,8,9,25,1,1,1,1,1
1,44,0,5,4,15,1,1,1,1,1
7,95,1,6,6,88,3,1,1,1,1
1,48,1,5,4,24,1,1,1,1,1
9,83,0,8,9,81,3,1,1,1,1
8,45,1,9,7,40,1,1,1,1,1
7,67,1,8,6,60,2,1,1,1,1
7,84,0,6,0,73,2,1,1,1,1
5,65,1,8,0,52,2,1,1,1,1
5,67,0,8,4,53,2,1,1,1,1
5,79,0,5,1,65,2,1,1,1,1
1,54,1,4,8,30,1,1,1,1,1
8,45,1,7,1,39,1,1,1,1,1
1,66,0,6,8,43,1,1,1,1,1
4,77,0,4,9,59,2,1,1,1,1
9,43,1,9,1,38,1,1,1,1,1
9,50,0,6,3,44,1,1,1,1,1
5,60,1,4,2,44,1,1,1,1,1
4,69,0,8,5,53,2,1,1,1,1
3,57,0,6,3,37,1,1,1,1,1
3,74,0,4,8,52,2,1,1,1,1
5,42,1,7,8,30,1,1,1,1,1
1,51,0,8,9,22,1,1,1,1,1
5,66,0,6,8,51,2,1,1,1,1
6,92,0,9,2,82,3,1,1,1,1
7,69,0,9,2,63,2,1,1,1,1
9,60,1,6,3,58,2,1,1,1,1
3,77,0,4,8,58,2,1,1,1,1
2,60,1,6,5,38,1,1,1,1,1
3,99,0,8,8,80,3,1,1,1,1
9,77,0,5,7,70,2,1,1,1,1
7,79,1,9,6,72,2,1,1,1,1
9,54,1,4,4,48,1,1,1,1,1
2,57,0,7,8,36,1,1,1,1,1
5,91,0,6,3,73,2,1,1,1,1
4,68,0,8,3,51,2,1,1,1,1
2,87,1,6,7,63,2,1,1,1,1
9,77,0,7,3,74,2,1,1,1,1
9,99,1,8,6,98,3,1,1,1,1
6,60,0,7,3,45,1,1,1,1,1
6,56,1,8,0,45,1,1,1,1,1
8,80,1,5,9,74,2,1,1,1,1
6,90,1,9,8,81,3,1,1,1,1
1,57,0,8,3,30,1,1,1,1,1
4,96,0,7,2,77,2,1,1,1,1
7,94,1,4,2,86,3,1,1,1,1
2,76,1,9,8,58,2,1,1,1,1
9,99,1,5,7,99,3,1,1,1,1
8,77,0,6,9,69,2,1,1,1,1
8,51,0,5,6,47,1,1,1,1,1
7,50,0,5,6,42,1,1,1,1,1
4,87,1,6,3,73,2,1,1,1,1
2,91,0,8,2,71,2,1,1,1,1
3,88,0,5,3,68,2,1,1,1,1
6,59,0,9,5,47,1,1,1,1,1
5,48,1,5,3,31,1,1,1,1,1
8,40,0,4,3,31,1,1,1,1,1
6,97,0,9,1,86,3,1,1,1,1
6,42,0,4,6,27,1,1,1,1,1
1,60,0,9,5,32,1,1,1,1,1
4,62,0,7,1,41,1,1,1,1,1
5,48,1,6,4,33,1,1,1,1,1
3,93,1,9,5,75,2,1,1,1,1
9,58,1,9,4,57,2,1,1,1,1
1,84,1,8,3,59,2,1,1,1,1
6,94,0,8,8,87,3,1,1,1,1
6,85,0,7,2,72,2,1,1,1,1
5,91,1,8,1,78,2,1,1,1,1
5,58,1,8,8,46,1,1,1,1,1
5,62,1,4,7,47,1,1,1,1,1
6,66,0,8,8,58,2,1,1,1,1
8,66,0,8,9,63,2,1,1,1,1
2,78,0,7,2,56,2,1,1,1,1
6,75,1,7,0,62,2,1,1,1,1
1,51,1,5,0,23,1,1,1,1,1
4,94,1,8,2,73,2,1,1,1,1
3,66,0,8,3,46,1,1,1,1,1
9,85,0,9,1,80,3,1,1,1,1
3,73,1,8,7,59,2,1,1,1,1
6,72,1,4,2,60,2,1,1,1,1
1,67,0,9,3,41,1,1,1,1,1
6,70,0,8,5,61,2,1,1,1,1
4,71,1,4,9,51,2,1,1,1,1
8,89,1,5,5,82,3,1,1,1,1
9,59,0,9,1,55,2,1,1,1,1
4,79,1,6,5,64,2,1,1,1,1
6,74,1,8,3,61,2,1,1,1,1
1,70,0,9,4,44,1,1,1,1,1
4,97,1,7,6,81,3,1,1,1,1
7,70,0,9,6,64,2,1,1,1,1
1,77,1,7,5,53,2,1,1,1,1
8,61,0,8,9,55,2,1,1,1,1
6,84,1,4,5,72,2,1,1,1,1
5,80,1,7,5,65,2,1,1,1,1
9,48,1,9,3,44,1,1,1,1,1
2,91,0,9,2,70,2,1,1,1,1
5,48,1,7,0,34,1,1,1,1,1
6,54,1,5,2,41,1,1,1,1,1
7,52,0,5,2,43,1,1,1,1,1
5,61,1,5,8,48,1,1,1,1,1
9,55,0,7,2,46,1,1,1,1,1
1,71,0,7,7,47,1,1,1,1,1
7,41,0,9,7,37,1,1,1,1,1
7,65,1,8,2,56,2,1,1,1,1
4,53,0,8,9,40,1,1,1,1,1
9,98,1,4,9,96,3,1,1,1,1
5,77,0,7,5,63,2,1,1,1,1
4,73,1,8,7,58,2,1,1,1,1
7,47,0,8,7,36,1,1,1,1,1
4,75,0,5,9,61,2,1,1,1,1
3,60,1,5,9,39,1,1,1,1,1
9,95,0,5,8,90,3,1,1,1,1
8,85,1,6,8,79,2,1,1,1,1
1,82,0,8,7,58,2,1,1,1,1
7,95,1,5,6,89,3,1,1,1,1
9,67,0,5,9,64,2,1,1,1,1
8,85,0,7,2,78,2,1,1,1,1
8,83,1,9,6,79,2,1,1,1,1
6,87,0,5,3,72,2,1,1,1,1
4,45,1,7,1,26,1,1,1,1,1
8,59,1,4,7,52,2,1,1,1,1
3,70,0,5,1,49,1,1,1,1,1
9,72,0,9,0,66,2,1,1,1,1
2,83,0,7,4,59,2,1,1,1,1
2,46,1,9,9,28,1,1,1,1,1
7,47,1,5,8,39,1,1,1,1,1
4,48,0,4,4,31,1,1,1,1,1
8,41,1,5,1,33,1,1,1,1,1
9,56,0,7,9,57,2,1,1,1,1
7,91,0,4,3,83,3,1,1,1,1
5,84,0,4,7,69,2,1,1,1,1
8,76,1,4,6,71,2,1,1,1,1
4,81,1,6,4,62,2,1,1,1,1
2,83,0,7,3,58,2,1,1,1,1
6,56,1,6,4,46,1,1,1,1,1
9,92,0,9,6,93,3,1,1,1,1
1,77,0,4,4,48,1,1,1,1,1
7,74,1,6,7,68,2,1,1,1,1
9,99,0,5,6,97,3,1,1,1,1
9,86,0,6,6,82,3,1,1,1,1
3,78,0,8,8,57,2,1,1,1,1
5,69,0,9,7,55,2,1,1,1,1
8,45,0,4,7,37,1,1,1,1,1
8,43,1,4,5,35,1,1,1,1,1
4,90,1,9,6,72,2,1,1,1,1
1,76,0,9,7,51,2,1,1,1,1
1,74,1,7,4,50,2,1,1,1,1
4,97,0,5,9,82,3,1,1,1,1
6,96,0,9,1,84,3,1,1,1,1
8,48,0,9,6,46,1,1,1,1,1
6,45,0,7,9,34,1,1,1,1,1
9,52,1,9,2,55,2,1,1,1,1
9,98,1,6,9,95,3,1,1,1,1
2,61,0,8,7,40,1,1,1,1,1
1,67,1,8,5,42,1,1,1,1,1
2,69,0,8,3,45,1,1,1,1,1
5,91,1,9,1,80,3,1,1,1,1
4,75,0,8,6,60,2,1,1,1,1
4,41,0,5,0,21,1,1,1,1,1
9,97,0,6,6,95,3,1,1,1,1
8,75,1,8,9,72,2,1,1,1,1
6,47,1,4,9,35,1,1,1,1,1
1,84,0,9,6,58,2,1,1,1,1
2,81,1,6,9,59,2,1,1,1,1
6,89,1,5,2,77,2,1,1,1,1
2,48,1,8,3,23,1,1,1,1,1
5,40,1,5,3,26,1,1,1,1,1
5,52,1,9,3,39,1,1,1,1,1
6,89,1,8,8,79,2,1,1,1,1
6,54,1,4,5,39,1,1,1,1,1
6,71,1,6,9,61,2,1,1,1,1
2,73,1,4,8,47,1,1,1,1,1
3,82,1,8,3,63,2,1,1,1,1
6,70,1,7,6,61,2,1,1,1,1
8,53,1,6,9,51,2,1,1,1,1
1,93,1,5,8,68,2,1,1,1,1
1,86,0,8,9,66,2,1,1,1,1
2,53,0,4,2,29,1,1,1,1,1
6,87,1,9,2,78,2,1,1,1,1
9,94,1,7,5,94,3,1,1,1,1
4,68,1,9,7,56,2,1,1,1,1
