Hours Studied,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,Performance Index,Performance Index Faixa,Sample Question Papers Practiced Faixa,Hours Studied Faixa,Extracurricular Activities Faixa,Sleep Hours Faixa
3,1,1,4,47,1,1,1,1,1
3,0,5,5,58,2,1,1,1,1
4,0,5,5,63,2,1,1,1,1
1,0,4,2,56,2,1,1,1,1
3,1,4,1,62,2,1,1,1,1
1,1,2,1,23,1,1,1,1,1
2,1,5,2,73,2,1,1,1,1
2,0,5,2,46,1,1,1,1,1
5,0,5,1,80,3,1,1,1,1
2,1,5,4,59,2,1,1,1,1
3,1,1,2,60,2,1,1,1,1
1,0,5,2,41,1,1,1,1,1
3,0,5,3,61,2,1,1,1,1
2,1,1,5,51,2,1,1,1,1
4,1,2,3,82,3,1,1,1,1
5,0,5,1,55,2,1,1,1,1
2,1,3,3,64,2,1,1,1,1
3,1,5,2,61,2,1,1,1,1
1,0,5,3,44,1,1,1,1,1
2,1,4,4,81,3,1,1,1,1
4,0,5,4,64,2,1,1,1,1
1,1,4,3,53,2,1,1,1,1
4,0,5,5,55,2,1,1,1,1
3,1,1,3,72,2,1,1,1,1
3,1,4,3,65,2,1,1,1,1
5,1,5,2,44,1,1,1,1,1
1,0,5,2,70,2,1,1,1,1
3,1,4,1,34,1,1,1,1,1
3,1,2,2,41,1,1,1,1,1
4,0,2,2,43,1,1,1,1,1
3,1,2,5,48,1,1,1,1,1
5,0,4,2,46,1,1,1,1,1
1,0,4,4,47,1,1,1,1,1
4,0,5,4,37,1,1,1,1,1
4,1,5,2,56,2,1,1,1,1
2,0,5,5,40,1,1,1,1,1
5,1,1,5,96,3,1,1,1,1
3,0,4,3,63,2,1,1,1,1
2,1,5,4,58,2,1,1,1,1
4,0,5,4,36,1,1,1,1,1
2,0,2,5,61,2,1,1,1,1
2,1,2,5,39,1,1,1,1,1
5,0,2,5,90,3,1,1,1,1
4,1,3,5,79,2,1,1,1,1
1,0,5,4,58,2,1,1,1,1
4,1,2,4,89,3,1,1,1,1
5,0,2,5,64,2,1,1,1,1
4,0,4,2,78,2,1,1,1,1
4,1,5,4,79,2,1,1,1,1
3,0,2,2,72,2,1,1,1,1
2,1,4,1,26,1,1,1,1,1
4,1,1,4,52,2,1,1,1,1
2,0,2,1,49,1,1,1,1,1
5,0,5,1,66,2,1,1,1,1
1,0,4,3,59,2,1,1,1,1
1,1,5,5,28,1,1,1,1,1
4,1,2,5,39,1,1,1,1,1
2,0,1,3,31,1,1,1,1,1
4,1,2,1,33,1,1,1,1,1
5,0,4,5,57,2,1,1,1,1
4,0,1,2,83,3,1,1,1,1
3,0,1,4,69,2,1,1,1,1
4,1,1,4,71,2,1,1,1,1
2,1,3,3,62,2,1,1,1,1
1,0,4,2,58,2,1,1,1,1
3,1,3,3,46,1,1,1,1,1
5,0,5,4,93,3,1,1,1,1
1,0,1,3,48,1,1,1,1,1
4,1,3,4,68,2,1,1,1,1
5,0,2,4,97,3,1,1,1,1
5,0,3,4,82,3,1,1,1,1
2,0,5,5,57,2,1,1,1,1
3,0,5,4,55,2,1,1,1,1
4,0,1,4,37,1,1,1,1,1
4,1,1,3,35,1,1,1,1,1
2,1,5,4,72,2,1,1,1,1
1,0,5,4,51,2,1,1,1,1
1,1,4,3,50,2,1,1,1,1
2,0,2,5,82,3,1,1,1,1
3,0,5,1,84,3,1,1,1,1
4,0,5,4,46,1,1,1,1,1
3,0,4,5,34,1,1,1,1,1
5,1,5,2,55,2,1,1,1,1
5,1,3,5,95,3,1,1,1,1
1,0,5,4,40,1,1,1,1,1
1,1,5,3,42,1,1,1,1,1
1,0,5,2,45,1,1,1,1,1
3,1,5,1,80,3,1,1,1,1
2,0,5,4,60,2,1,1,1,1
2,0,2,1,21,1,1,1,1,1
5,0,3,4,95,3,1,1,1,1
4,1,5,5,72,2,1,1,1,1
3,1,1,5,35,1,1,1,1,1
1,0,5,4,58,2,1,1,1,1
1,1,3,5,59,2,1,1,1,1
3,1,2,2,77,2,1,1,1,1
1,1,5,2,23,1,1,1,1,1
3,1,2,2,26,1,1,1,1,1
3,1,5,2,39,1,1,1,1,1
3,1,5,5,79,2,1,1,1,1
3,1,1,3,39,1,1,1,1,1
3,1,3,5,61,2,1,1,1,1
1,1,1,5,47,1,1,1,1,1
2,1,5,2,63,2,1,1,1,1
3,1,4,4,61,2,1,1,1,1
4,1,3,5,51,2,1,1,1,1
1,1,2,5,68,2,1,1,1,1
1,0,5,5,66,2,1,1,1,1
1,0,1,2,29,1,1,1,1,1
3,1,5,2,78,2,1,1,1,1
5,1,4,3,94,3,1,1,1,1
2,1,5,4,56,2,1,1,1,1
2,0,5,1,68,2,1,1,1,1
4,0,2,2,50,2,1,1,1,1
5,1,1,4,62,2,1,1,1,1
3,1,3,3,31,1,1,1,1,1
5,1,4,1,73,2,1,1,1,1
1,1,5,4,57,2,1,1,1,1
2,1,5,1,60,2,1,1,1,1
4,0,5,1,56,2,1,1,1,1
4,1,5,4,88,3,1,1,1,1
3,0,1,5,84,3,1,1,1,1
3,1,3,2,48,1,1,1,1,1
1,1,2,4,41,1,1,1,1,1
3,0,4,5,65,2,1,1,1,1
2,0,5,4,74,2,1,1,1,1
2,1,5,1,38,1,1,1,1,1
1,0,5,1,40,1,1,1,1,1
1,1,3,3,49,1,1,1,1,1
3,0,3,1,30,1,1,1,1,1
1,0,1,4,29,1,1,1,1,1
1,1,1,3,57,2,1,1,1,1
4,1,5,3,58,2,1,1,1,1
4,0,5,3,40,1,1,1,1,1
4,1,1,2,60,2,1,1,1,1
2,0,4,1,41,1,1,1,1,1
1,0,5,4,34,1,1,1,1,1
4,1,1,5,46,1,1,1,1,1
1,0,5,5,24,1,1,1,1,1
2,1,1,2,79,2,1,1,1,1
4,1,4,2,52,2,1,1,1,1
1,0,1,5,36,1,1,1,1,1
3,1,1,2,52,2,1,1,1,1
3,0,5,5,84,3,1,1,1,1
5,0,5,2,50,2,1,1,1,1
3,1,5,4,47,1,1,1,1,1
2,1,5,2,81,3,1,1,1,1
3,0,1,5,70,2,1,1,1,1
3,1,5,4,77,2,1,1,1,1
4,0,3,3,49,1,1,1,1,1
4,0,2,5,70,2,1,1,1,1
1,0,2,4,28,1,1,1,1,1
4,0,5,5,36,1,1,1,1,1
4,0,5,2,34,1,1,1,1,1
3,1,4,2,80,3,1,1,1,1
3,0,5,1,51,2,1,1,1,1
5,0,5,2,95,3,1,1,1,1
2,0,5,4,60,2,1,1,1,1
2,0,1,3,78,2,1,1,1,1
5,0,5,3,65,2,1,1,1,1
3,0,4,2,57,2,1,1,1,1
4,1,5,3,75,2,1,1,1,1
4,1,3,5,69,2,1,1,1,1
1,0,5,4,62,2,1,1,1,1
2,0,2,5,63,2,1,1,1,1
1,0,5,2,11,1,1,1,1,1
5,1,3,5,91,3,1,1,1,1
4,0,3,2,58,2,1,1,1,1
1,0,3,1,15,1,1,1,1,1
2,0,4,3,24,1,1,1,1,1
2,0,4,2,80,3,1,1,1,1
2,0,5,3,36,1,1,1,1,1
3,0,4,3,83,3,1,1,1,1
2,1,2,5,49,1,1,1,1,1
2,0,1,3,41,1,1,1,1,1
1,0,5,2,33,1,1,1,1,1
4,0,5,4,52,2,1,1,1,1
1,0,5,2,52,2,1,1,1,1
1,0,5,3,31,1,1,1,1,1
2,0,1,5,38,1,1,1,1,1
2,0,5,1,45,1,1,1,1,1
3,0,5,4,79,2,1,1,1,1
1,0,5,4,78,2,1,1,1,1
2,1,3,5,24,1,1,1,1,1
1,1,2,2,72,2,1,1,1,1
1,1,5,4,52,2,1,1,1,1
1,0,2,1,50,2,1,1,1,1
2,1,5,5,83,3,1,1,1,1
2,1,1,1,32,1,1,1,1,1
4,1,5,5,84,3,1,1,1,1
5,1,5,4,95,3,1,1,1,1
5,0,2,5,43,1,1,1,1,1
3,1,3,1,82,3,1,1,1,1
1,1,3,3,54,2,1,1,1,1
1,0,5,1,59,2,1,1,1,1
3,1,1,2,78,2,1,1,1,1
1,0,4,4,79,2,1,1,1,1
4,1,5,1,87,3,1,1,1,1
5,1,5,2,53,2,1,1,1,1
2,1,3,2,65,2,1,1,1,1
3,0,3,3,48,1,1,1,1,1
4,1,1,5,61,2,1,1,1,1
2,1,3,2,41,1,1,1,1,1
3,0,5,3,75,2,1,1,1,1
2,1,1,4,44,1,1,1,1,1
2,1,2,2,79,2,1,1,1,1
2,1,1,3,29,1,1,1,1,1
4,1,5,2,44,1,1,1,1,1
4,1,5,3,85,3,1,1,1,1
4,0,2,5,40,1,1,1,1,1
4,0,5,2,36,1,1,1,1,1
3,0,1,4,72,2,1,1,1,1
3,1,5,3,36,1,1,1,1,1
2,1,5,4,51,2,1,1,1,1
4,1,2,3,38,1,1,1,1,1
2,1,4,1,28,1,1,1,1,1
1,1,1,4,59,2,1,1,1,1
2,0,5,4,30,1,1,1,1,1
4,0,3,4,88,3,1,1,1,1
5,0,2,2,87,3,1,1,1,1
2,1,4,2,27,1,1,1,1,1
4,0,4,3,51,2,1,1,1,1
5,0,2,5,59,2,1,1,1,1
2,0,4,3,23,1,1,1,1,1
2,0,5,1,71,2,1,1,1,1
3,1,4,3,33,1,1,1,1,1
1,1,1,2,38,1,1,1,1,1
2,0,3,5,45,1,1,1,1,1
4,0,5,4,67,2,1,1,1,1
4,0,2,5,49,1,1,1,1,1
2,0,3,5,44,1,1,1,1,1
1,0,5,1,22,1,1,1,1,1
4,0,5,2,79,2,1,1,1,1
4,0,3,3,74,2,1,1,1,1
2,0,4,2,26,1,1,1,1,1
2,0,5,3,49,1,1,1,1,1
1,1,2,5,33,1,1,1,1,1
5,0,2,2,53,2,1,1,1,1
1,1,1,2,53,2,1,1,1,1
4,1,4,1,69,2,1,1,1,1
3,0,1,2,65,2,1,1,1,1
4,0,1,5,37,1,1,1,1,1
2,1,4,1,28,1,1,1,1,1
4,1,5,4,56,2,1,1,1,1
3,0,5,2,64,2,1,1,1,1
3,1,1,4,83,3,1,1,1,1
5,0,3,3,50,2,1,1,1,1
5,0,5,1,77,2,1,1,1,1
5,1,5,5,79,2,1,1,1,1
3,0,4,3,49,1,1,1,1,1
3,1,2,4,77,2,1,1,1,1
3,0,5,2,40,1,1,1,1,1
5,0,1,2,83,3,1,1,1,1
4,1,3,4,53,2,1,1,1,1
4,1,5,3,66,2,1,1,1,1
4,0,4,4,42,1,1,1,1,1
3,0,2,5,76,2,1,1,1,1
3,1,5,5,75,2,1,1,1,1
2,0,3,1,40,1,1,1,1,1
2,1,2,2,45,1,1,1,1,1
2,1,4,2,73,2,1,1,1,1
3,1,5,3,84,3,1,1,1,1
2,0,5,3,84,3,1,1,1,1
3,1,1,3,71,2,1,1,1,1
2,0,4,4,23,1,1,1,1,1
2,1,3,1,24,1,1,1,1,1
5,0,5,3,64,2,1,1,1,1
3,0,5,5,38,1,1,1,1,1
4,1,2,3,74,2,1,1,1,1
1,1,5,1,58,2,1,1,1,1
3,1,5,4,78,2,1,1,1,1
5,0,3,2,88,3,1,1,1,1
2,0,1,4,76,2,1,1,1,1
5,0,5,2,48,1,1,1,1,1
3,1,5,4,59,2,1,1,1,1
2,1,1,5,46,1,1,1,1,1
4,1,1,3,84,3,1,1,1,1
4,1,2,3,61,2,1,1,1,1
3,1,5,1,76,2,1,1,1,1
3,0,2,5,49,1,1,1,1,1
3,1,1,2,30,1,1,1,1,1
3,0,4,2,47,1,1,1,1,1
4,1,1,1,70,2,1,1,1,1
1,1,2,2,69,2,1,1,1,1
4,1,3,2,35,1,1,1,1,1
1,1,3,5,20,1,1,1,1,1
5,1,5,3,55,2,1,1,1,1
1,0,5,5,19,1,1,1,1,1
3,1,3,3,74,2,1,1,1,1
5,0,2,5,42,1,1,1,1,1
1,0,3,4,34,1,1,1,1,1
2,0,4,3,59,2,1,1,1,1
2,0,1,2,67,2,1,1,1,1
5,1,1,4,70,2,1,1,1,1
3,1,2,5,61,2,1,1,1,1
3,1,5,3,76,2,1,1,1,1
3,1,1,4,44,1,1,1,1,1
1,1,3,3,50,2,1,1,1,1
1,0,4,5,68,2,1,1,1,1
5,1,5,2,87,3,1,1,1,1
2,1,5,5,60,2,1,1,1,1
2,0,5,4,47,1,1,1,1,1
1,1,1,4,55,2,1,1,1,1
5,1,5,4,73,2,1,1,1,1
4,0,5,1,87,3,1,1,1,1
1,1,2,3,66,2,1,1,1,1
4,0,3,2,56,2,1,1,1,1
4,0,5,4,59,2,1,1,1,1
3,1,4,2,83,3,1,1,1,1
1,0,3,2,26,1,1,1,1,1
4,1,2,1,41,1,1,1,1,1
4,1,2,3,45,1,1,1,1,1
5,1,5,3,63,2,1,1,1,1
1,0,3,1,50,2,1,1,1,1
1,0,1,4,15,1,1,1,1,1
5,0,2,2,79,2,1,1,1,1
5,0,5,1,49,1,1,1,1,1
3,0,4,5,63,2,1,1,1,1
3,0,4,1,42,1,1,1,1,1
2,0,2,1,32,1,1,1,1,1
2,0,5,3,84,3,1,1,1,1
3,0,3,3,26,1,1,1,1,1
2,0,4,1,62,2,1,1,1,1
1,0,5,3,33,1,1,1,1,1
1,1,5,4,28,1,1,1,1,1
4,0,1,3,36,1,1,1,1,1
1,1,2,5,73,2,1,1,1,1
1,1,5,2,37,1,1,1,1,1
2,1,3,5,53,2,1,1,1,1
2,1,4,4,48,1,1,1,1,1
2,0,1,1,48,1,1,1,1,1
1,1,3,2,54,2,1,1,1,1
1,1,4,4,12,1,1,1,1,1
2,1,2,1,46,1,1,1,1,1
2,0,3,4,24,1,1,1,1,1
2,1,4,1,26,1,1,1,1,1
4,1,1,4,42,1,1,1,1,1
1,0,4,2,28,1,1,1,1,1
1,0,5,4,20,1,1,1,1,1
4,0,1,1,61,2,1,1,1,1
2,0,3,3,80,3,1,1,1,1
4,0,5,5,62,2,1,1,1,1
2,0,2,4,59,2,1,1,1,1
3,0,1,2,74,2,1,1,1,1
5,0,1,2,59,2,1,1,1,1
1,0,1,5,68,2,1,1,1,1
1,1,4,4,66,2,1,1,1,1
4,0,5,3,43,1,1,1,1,1
2,1,5,2,44,1,1,1,1,1
3,1,2,2,34,1,1,1,1,1
1,0,2,1,62,2,1,1,1,1
3,0,5,5,77,2,1,1,1,1
3,0,4,5,44,1,1,1,1,1
4,0,4,2,69,2,1,1,1,1
2,1,5,4,35,1,1,1,1,1
2,1,5,1,50,2,1,1,1,1
5,0,3,4,50,2,1,1,1,1
2,1,4,1,54,2,1,1,1,1
2,0,1,1,59,2,1,1,1,1
4,1,2,1,60,2,1,1,1,1
1,1,4,2,25,1,1,1,1,1
4,0,5,1,94,3,1,1,1,1
3,0,1,1,53,2,1,1,1,1
2,1,3,1,59,2,1,1,1,1
5,0,5,1,53,2,1,1,1,1
3,1,3,3,29,1,1,1,1,1
4,0,1,1,73,2,1,1,1,1
4,0,1,1,87,3,1,1,1,1
4,0,5,4,72,2,1,1,1,1
4,0,5,3,82,3,1,1,1,1
2,0,5,4,60,2,1,1,1,1
1,0,2,4,38,1,1,1,1,1
4,0,5,1,89,3,1,1,1,1
2,1,5,4,45,1,1,1,1,1
2,0,2,5,57,2,1,1,1,1
1,1,3,4,27,1,1,1,1,1
2,0,1,5,31,1,1,1,1,1
4,1,3,4,86,3,1,1,1,1
1,0,5,2,45,1,1,1,1,1
1,0,4,5,30,1,1,1,1,1
3,1,5,4,28,1,1,1,1,1
3,0,4,5,43,1,1,1,1,1
1,0,1,5,43,1,1,1,1,1
3,0,1,2,52,2,1,1,1,1
1,0,5,4,68,2,1,1,1,1
3,0,1,3,73,2,1,1,1,1
5,1,2,2,56,2,1,1,1,1
3,0,2,5,78,2,1,1,1,1
3,1,4,3,49,1,1,1,1,1
4,1,3,4,52,2,1,1,1,1
1,1,5,1,62,2,1,1,1,1
1,1,3,2,59,2,1,1,1,1
5,1,4,4,60,2,1,1,1,1
2,1,2,2,71,2,1,1,1,1
3,1,5,2,68,2,1,1,1,1
3,1,5,1,68,2,1,1,1,1
1,0,4,5,63,2,1,1,1,1
4,1,3,1,77,2,1,1,1,1
2,0,4,4,43,1,1,1,1,1
1,1,4,2,77,2,1,1,1,1
2,1,1,3,28,1,1,1,1,1
3,0,2,4,47,1,1,1,1,1
4,1,5,4,34,1,1,1,1,1
4,0,1,4,64,2,1,1,1,1
4,1,2,3,88,3,1,1,1,1
2,0,4,2,21,1,1,1,1,1
3,0,2,2,53,2,1,1,1,1
4,1,3,5,34,1,1,1,1,1
2,1,5,3,83,3,1,1,1,1
4,1,1,5,67,2,1,1,1,1
1,1,5,5,75,2,1,1,1,1
5,0,4,2,88,3,1,1,1,1
5,0,3,1,87,3,1,1,1,1
4,0,2,1,32,1,1,1,1,1
1,0,2,5,50,2,1,1,1,1
1,0,3,5,50,2,1,1,1,1
3,0,2,2,38,1,1,1,1,1
3,0,1,3,57,2,1,1,1,1
5,1,5,3,64,2,1,1,1,1
3,1,2,1,71,2,1,1,1,1
1,1,4,1,19,1,1,1,1,1
2,1,2,5,38,1,1,1,1,1
5,1,5,1,52,2,1,1,1,1
1,1,4,1,27,1,1,1,1,1
1,1,2,4,32,1,1,1,1,1
4,1,2,1,45,1,1,1,1,1
2,0,4,1,61,2,1,1,1,1
1,1,1,5,57,2,1,1,1,1
5,1,5,1,83,3,1,1,1,1
2,1,5,2,48,1,1,1,1,1
1,0,1,2,50,2,1,1,1,1
4,1,2,2,61,2,1,1,1,1
3,0,5,4,29,1,1,1,1,1
3,0,1,5,37,1,1,1,1,1
4,1,1,1,39,1,1,1,1,1
4,0,5,1,39,1,1,1,1,1
3,1,4,5,54,2,1,1,1,1
2,1,3,3,46,1,1,1,1,1
5,1,4,4,78,2,1,1,1,1
3,0,2,3,83,3,1,1,1,1
2,1,4,3,64,2,1,1,1,1
2,1,5,2,26,1,1,1,1,1
2,1,3,4,41,1,1,1,1,1
2,0,3,4,76,2,1,1,1,1
1,0,1,5,35,1,1,1,1,1
3,0,5,1,39,1,1,1,1,1
1,0,2,1,39,1,1,1,1,1
3,1,1,3,54,2,1,1,1,1
2,1,4,1,28,1,1,1,1,1
3,0,4,4,30,1,1,1,1,1
5,1,5,4,81,3,1,1,1,1
1,0,1,5,24,1,1,1,1,1
3,1,5,4,32,1,1,1,1,1
5,1,1,2,87,3,1,1,1,1
2,0,1,4,66,2,1,1,1,1
1,0,1,1,13,1,1,1,1,1
2,1,3,2,76,2,1,1,1,1
1,0,5,3,68,2,1,1,1,1
2,1,2,5,57,2,1,1,1,1
5,1,2,3,98,3,1,1,1,1
3,1,2,3,69,2,1,1,1,1
3,1,3,5,34,1,1,1,1,1
2,0,5,5,68,2,1,1,1,1
3,1,5,3,47,1,1,1,1,1
4,1,5,3,60,2,1,1,1,1
3,1,3,5,83,3,1,1,1,1
2,0,5,1,25,1,1,1,1,1
1,1,1,4,50,2,1,1,1,1
5,0,4,4,87,3,1,1,1,1
1,0,1,4,22,1,1,1,1,1
1,0,2,4,22,1,1,1,1,1
2,0,1,2,62,2,1,1,1,1
4,0,3,2,72,2,1,1,1,1
1,0,2,1,66,2,1,1,1,1
5,0,4,1,71,2,1,1,1,1
2,1,5,2,53,2,1,1,1,1
2,1,5,2,32,1,1,1,1,1
1,0,2,4,65,2,1,1,1,1
2,0,1,5,65,2,1,1,1,1
5,0,5,5,50,2,1,1,1,1
3,1,5,1,66,2,1,1,1,1
3,0,5,4,29,1,1,1,1,1
1,1,5,1,13,1,1,1,1,1
1,1,2,2,66,2,1,1,1,1
3,0,5,2,32,1,1,1,1,1
1,1,3,4,26,1,1,1,1,1
2,0,5,1,75,2,1,1,1,1
2,0,4,1,46,1,1,1,1,1
3,0,5,3,62,2,1,1,1,1
5,1,3,3,69,2,1,1,1,1
2,0,3,3,43,1,1,1,1,1
5,1,2,2,74,2,1,1,1,1
2,0,5,5,43,1,1,1,1,1
4,0,2,4,86,3,1,1,1,1
1,0,4,1,24,1,1,1,1,1
5,0,4,1,67,2,1,1,1,1
5,0,1,5,71,2,1,1,1,1
1,1,4,2,48,1,1,1,1,1
2,0,5,4,64,2,1,1,1,1
4,0,5,5,88,3,1,1,1,1
4,0,2,4,39,1,1,1,1,1
1,1,3,1,35,1,1,1,1,1
3,0,1,3,67,2,1,1,1,1
4,0,4,3,65,2,1,1,1,1
2,0,3,4,27,1,1,1,1,1
1,0,2,5,32,1,1,1,1,1
5,1,5,4,89,3,1,1,1,1
3,0,1,5,30,1,1,1,1,1
1,1,5,5,37,1,1,1,1,1
4,1,3,2,91,3,1,1,1,1
1,1,2,3,26,1,1,1,1,1
2,1,2,2,32,1,1,1,1,1
1,0,1,1,34,1,1,1,1,1
1,0,1,3,51,2,1,1,1,1
4,1,4,1,56,2,1,1,1,1
1,1,4,5,26,1,1,1,1,1
3,1,5,3,73,2,1,1,1,1
2,0,5,1,80,3,1,1,1,1
2,1,1,2,69,2,1,1,1,1
4,1,1,1,73,2,1,1,1,1
2,1,3,1,55,2,1,1,1,1
3,1,4,3,82,3,1,1,1,1
1,1,2,4,32,1,1,1,1,1
4,0,4,1,41,1,1,1,1,1
4,1,4,5,55,2,1,1,1,1
4,0,1,3,43,1,1,1,1,1
2,0,1,3,20,1,1,1,1,1
1,0,4,2,50,2,1,1,1,1
5,0,5,3,90,3,1,1,1,1
3,0,5,3,82,3,1,1,1,1
5,1,5,4,85,3,1,1,1,1
4,0,4,2,49,1,1,1,1,1
1,0,5,1,24,1,1,1,1,1
1,1,5,1,25,1,1,1,1,1
3,0,5,3,76,2,1,1,1,1
3,1,4,5,33,1,1,1,1,1
5,1,5,1,48,1,1,1,1,1
1,1,1,3,21,1,1,1,1,1
4,1,1,2,58,2,1,1,1,1
3,1,1,4,40,1,1,1,1,1
1,0,2,2,67,2,1,1,1,1
3,1,1,4,35,1,1,1,1,1
4,1,1,4,68,2,1,1,1,1
2,0,4,4,66,2,1,1,1,1
1,0,5,1,16,1,1,1,1,1
3,0,5,1,57,2,1,1,1,1
1,0,1,3,73,2,1,1,1,1
1,1,1,4,64,2,1,1,1,1
3,0,1,1,77,2,1,1,1,1
5,1,5,4,46,1,1,1,1,1
2,0,4,2,50,2,1,1,1,1
3,0,4,4,50,2,1,1,1,1
4,0,4,2,51,2,1,1,1,1
3,0,5,2,43,1,1,1,1,1
4,0,2,4,40,1,1,1,1,1
2,1,5,1,30,1,1,1,1,1
1,1,4,3,63,2,1,1,1,1
4,1,3,5,82,3,1,1,1,1
2,0,2,5,20,1,1,1,1,1
3,1,1,5,73,2,1,1,1,1
1,0,5,5,32,1,1,1,1,1
5,0,5,3,67,2,1,1,1,1
1,1,5,2,69,2,1,1,1,1
3,1,2,3,67,2,1,1,1,1
3,0,3,5,44,1,1,1,1,1
3,0,2,3,29,1,1,1,1,1
3,1,5,2,38,1,1,1,1,1
1,0,4,3,52,2,1,1,1,1
3,1,1,4,25,1,1,1,1,1
1,1,4,5,46,1,1,1,1,1
4,0,4,2,42,1,1,1,1,1
2,0,5,5,24,1,1,1,1,1
2,0,4,1,70,2,1,1,1,1
2,0,4,4,78,2,1,1,1,1
2,1,5,3,51,2,1,1,1,1
2,0,5,5,61,2,1,1,1,1
3,1,3,5,38,1,1,1,1,1
1,1,4,1,34,1,1,1,1,1
2,0,2,1,42,1,1,1,1,1
4,1,1,5,68,2,1,1,1,1
4,0,5,4,87,3,1,1,1,1
5,0,1,5,53,2,1,1,1,1
3,1,5,5,39,1,1,1,1,1
2,1,5,3,45,1,1,1,1,1
4,1,5,2,89,3,1,1,1,1
5,0,3,2,53,2,1,1,1,1
4,0,4,4,39,1,1,1,1,1
4,1,5,1,59,2,1,1,1,1
3,0,5,1,81,3,1,1,1,1
2,0,1,4,40,1,1,1,1,1
1,1,4,1,64,2,1,1,1,1
4,0,3,5,53,2,1,1,1,1
1,1,5,3,56,2,1,1,1,1
1,1,5,1,44,1,1,1,1,1
3,1,5,3,41,1,1,1,1,1
5,0,1,2,91,3,1,1,1,1
3,1,5,4,46,1,1,1,1,1
2,1,5,5,65,2,1,1,1,1
2,1,1,1,76,2,1,1,1,1
4,1,5,4,50,2,1,1,1,1
3,0,4,4,45,1,1,1,1,1
5,1,4,5,55,2,1,1,1,1
3,0,1,4,33,1,1,1,1,1
3,1,4,4,37,1,1,1,1,1
4,0,5,2,63,2,1,1,1,1
1,0,5,2,24,1,1,1,1,1
4,0,5,5,37,1,1,1,1,1
2,0,3,5,39,1,1,1,1,1
5,1,5,5,41,1,1,1,1,1
3,1,3,5,46,1,1,1,1,1
5,0,4,3,78,2,1,1,1,1
3,0,1,4,69,2,1,1,1,1
4,0,5,4,71,2,1,1,1,1
2,1,1,5,28,1,1,1,1,1
4,0,3,4,45,1,1,1,1,1
1,0,4,4,20,1,1,1,1,1
4,1,5,4,81,3,1,1,1,1
4,1,4,2,85,3,1,1,1,1
3,1,5,1,42,1,1,1,1,1
1,1,4,2,46,1,1,1,1,1
3,1,1,4,60,2,1,1,1,1
3,1,2,5,82,3,1,1,1,1
1,0,5,1,55,2,1,1,1,1
3,0,5,4,44,1,1,1,1,1
3,1,5,2,47,1,1,1,1,1
1,0,5,4,41,1,1,1,1,1
1,1,5,3,48,1,1,1,1,1
2,0,5,4,62,2,1,1,1,1
2,1,1,3,64,2,1,1,1,1
2,1,4,1,40,1,1,1,1,1
1,0,1,4,70,2,1,1,1,1
5,0,4,3,39,1,1,1,1,1
4,1,2,5,63,2,1,1,1,1
4,1,5,1,32,1,1,1,1,1
3,1,2,1,37,1,1,1,1,1
2,1,3,1,75,2,1,1,1,1
3,1,4,4,72,2,1,1,1,1
4,1,1,5,63,2,1,1,1,1
4,0,1,4,64,2,1,1,1,1
5,0,5,1,69,2,1,1,1,1
1,0,1,4,63,2,1,1,1,1
1,0,3,4,65,2,1,1,1,1
2,0,5,4,44,1,1,1,1,1
2,1,1,3,65,2,1,1,1,1
4,1,5,4,81,3,1,1,1,1
1,0,2,5,45,1,1,1,1,1
1,1,1,1,59,2,1,1,1,1
1,0,1,5,67,2,1,1,1,1
2,0,1,1,34,1,1,1,1,1
3,1,5,1,46,1,1,1,1,1
1,1,5,3,35,1,1,1,1,1
1,0,1,4,22,1,1,1,1,1
1,0,5,3,72,2,1,1,1,1
3,0,5,5,47,1,1,1,1,1
4,0,3,3,55,2,1,1,1,1
4,1,2,3,47,1,1,1,1,1
1,0,1,1,55,2,1,1,1,1
4,1,1,4,74,2,1,1,1,1
3,0,1,2,49,1,1,1,1,1
1,0,5,1,68,2,1,1,1,1
2,1,4,4,72,2,1,1,1,1
4,1,2,1,32,1,1,1,1,1
1,1,5,1,51,2,1,1,1,1
4,1,1,1,34,1,1,1,1,1
3,1,4,3,33,1,1,1,1,1
1,0,4,1,56,2,1,1,1,1
1,0,4,1,54,2,1,1,1,1
1,0,2,1,33,1,1,1,1,1
5,1,4,2,78,2,1,1,1,1
2,1,5,4,77,2,1,1,1,1
3,1,1,3,62,2,1,1,1,1
5,0,5,2,51,2,1,1,1,1
3,1,1,3,78,2,1,1,1,1
5,0,3,3,46,1,1,1,1,1
4,0,5,5,50,2,1,1,1,1
4,0,4,2,47,1,1,1,1,1
1,1,5,3,74,2,1,1,1,1
5,0,5,5,47,1,1,1,1,1
3,0,5,1,52,2,1,1,1,1
5,0,5,4,54,2,1,1,1,1
2,1,5,4,69,2,1,1,1,1
2,0,5,1,64,2,1,1,1,1
3,1,1,4,69,2,1,1,1,1
5,1,2,3,58,2,1,1,1,1
4,0,4,5,37,1,1,1,1,1
2,0,4,4,26,1,1,1,1,1
2,1,1,2,80,3,1,1,1,1
1,0,5,1,64,2,1,1,1,1
5,1,1,2,78,2,1,1,1,1
2,1,5,1,35,1,1,1,1,1
3,1,2,1,36,1,1,1,1,1
5,0,4,2,55,2,1,1,1,1
4,1,5,1,36,1,1,1,1,1
1,1,3,4,46,1,1,1,1,1
